complaint_id,state,district,latitude,longitude,issue_type,severity,status,date
2257,Madhya Pradesh,Bhopal,23.218134179272596,77.45610664680109,Public Transport Issue,Low,Resolved,2025-04-21
2258,Madhya Pradesh,Bhopal,23.225294888835826,77.41571842657525,Public Transport Issue,Medium,In Progress,2025-12-29
2259,Madhya Pradesh,Bhopal,23.213199109954104,77.45886368165571,Road Damage,Low,Resolved,2025-08-19
2260,Madhya Pradesh,Bhopal,23.24188948281077,77.36948091889863,Water Supply Issue,Low,In Progress,2025-08-04
2261,Madhya Pradesh,Bhopal,23.258447415805247,77.39734504295936,Road Damage,Low,Open,2025-06-05
2262,Madhya Pradesh,Bhopal,23.294030372374095,77.4396272107574,Streetlight Failure,Low,Resolved,2025-04-15
2263,Madhya Pradesh,Bhopal,23.27171269960968,77.36914980293649,Road Damage,Medium,In Progress,2026-02-28
2264,Madhya Pradesh,Bhopal,23.214467416969082,77.37221164403624,Water Supply Issue,Critical,In Progress,2025-12-01
2265,Madhya Pradesh,Bhopal,23.2752249871727,77.40393466728766,Public Transport Issue,Critical,In Progress,2026-03-01
2266,Madhya Pradesh,Bhopal,23.258437270694657,77.45342820186279,Public Transport Issue,High,Open,2025-11-19
2267,Madhya Pradesh,Bhopal,23.24824438116761,77.37472962509356,Electricity Problem,Medium,Resolved,2025-07-13
2268,Madhya Pradesh,Bhopal,23.210619111538964,77.38964315358884,Streetlight Failure,High,Resolved,2025-11-13
2269,Madhya Pradesh,Bhopal,23.233224536664384,77.46000462816068,Water Supply Issue,Low,In Progress,2025-04-10
2270,Madhya Pradesh,Bhopal,23.294546337446082,77.37266603087014,Electricity Problem,High,Open,2025-11-06
2271,Madhya Pradesh,Bhopal,23.239766860456747,77.39334924915711,Public Transport Issue,Critical,In Progress,2025-09-10
2272,Madhya Pradesh,Bhopal,23.259507497400904,77.45452944447528,Streetlight Failure,High,In Progress,2026-01-02
2273,Madhya Pradesh,Bhopal,23.216405034517916,77.3858486287646,Water Supply Issue,Critical,Open,2025-06-13
2274,Madhya Pradesh,Bhopal,23.25482133847563,77.36371663929708,Water Supply Issue,Medium,In Progress,2025-11-04
2275,Madhya Pradesh,Bhopal,23.21277005614306,77.38740147270369,Water Supply Issue,Low,Resolved,2025-10-11
2276,Madhya Pradesh,Bhopal,23.246035563327926,77.42684804224434,Traffic Congestion,Critical,In Progress,2025-09-21
2277,Madhya Pradesh,Bhopal,23.289095458402162,77.42330235260856,Garbage Collection,Medium,Resolved,2026-02-15
2278,Madhya Pradesh,Bhopal,23.22548284415405,77.45353942113363,Garbage Collection,Critical,Resolved,2025-11-28
2279,Madhya Pradesh,Bhopal,23.274209307398248,77.37635190404976,Water Supply Issue,Low,In Progress,2025-08-01
2280,Madhya Pradesh,Bhopal,23.21012523979285,77.39321392192063,Streetlight Failure,Critical,In Progress,2026-02-18
2281,Madhya Pradesh,Bhopal,23.274074062720448,77.43884254358207,Road Damage,High,Open,2025-07-17
2282,Madhya Pradesh,Bhopal,23.239003653456585,77.36832118315931,Water Supply Issue,Critical,Open,2025-06-24
2283,Madhya Pradesh,Bhopal,23.26664138730635,77.37817539704106,Traffic Congestion,Medium,Open,2025-04-16
2284,Madhya Pradesh,Bhopal,23.213587908633702,77.45138459435509,Road Damage,Medium,Open,2025-09-07
2285,Madhya Pradesh,Bhopal,23.26950793354579,77.3987980687127,Road Damage,Critical,In Progress,2025-06-29
2286,Madhya Pradesh,Bhopal,23.278760075441134,77.38452625350115,Traffic Congestion,High,Open,2026-03-01
2287,Madhya Pradesh,Bhopal,23.25780010182978,77.43933587585414,Water Supply Issue,Medium,In Progress,2025-04-10
2288,Madhya Pradesh,Bhopal,23.230944764399542,77.429679454254,Traffic Congestion,Medium,Open,2025-06-06
2289,Madhya Pradesh,Bhopal,23.24682098754538,77.40618565975558,Garbage Collection,Critical,Resolved,2025-10-21
2290,Punjab,Amritsar,31.59323650332278,74.87060786021725,Streetlight Failure,Medium,Resolved,2025-05-13
2291,Punjab,Amritsar,31.632779973934944,74.83030290296918,Streetlight Failure,Critical,Open,2025-10-25
2292,Punjab,Amritsar,31.606055190876898,74.91304603710857,Road Damage,Medium,Open,2025-10-03
2293,Punjab,Amritsar,31.67400902983742,74.84531815928058,Sewage Leakage,Critical,Open,2026-02-07
2294,Punjab,Amritsar,31.63591462200471,74.83794304069977,Traffic Congestion,Critical,Open,2025-05-11
2295,Punjab,Amritsar,31.62299846276788,74.90164959476606,Streetlight Failure,Critical,In Progress,2025-08-26
2296,Punjab,Amritsar,31.601509610582514,74.84371915086884,Garbage Collection,Medium,Open,2025-05-05
2297,Punjab,Amritsar,31.667881759758696,74.83171174697006,Garbage Collection,Medium,Resolved,2025-05-21
2298,Punjab,Amritsar,31.66912454999764,74.88538347179129,Sewage Leakage,Low,Resolved,2025-10-07
2299,Punjab,Amritsar,31.629760211127675,74.89495180459897,Water Supply Issue,Medium,In Progress,2025-08-11
2300,Punjab,Amritsar,31.650050209151342,74.82509917676013,Road Damage,High,Open,2025-04-03
2301,Punjab,Amritsar,31.616932264501024,74.84632229225953,Streetlight Failure,Critical,Resolved,2025-12-16
2302,Punjab,Amritsar,31.673241246441233,74.84147746117011,Streetlight Failure,Medium,In Progress,2025-04-08
2303,Punjab,Amritsar,31.644977973904265,74.90997357471034,Public Transport Issue,High,Resolved,2026-01-16
2304,Punjab,Amritsar,31.66316829087616,74.90037284900119,Road Damage,Low,Open,2025-04-18
2305,Punjab,Amritsar,31.597528200033377,74.90829463562856,Sewage Leakage,Low,Open,2025-11-26
2306,Punjab,Amritsar,31.636281696336475,74.87534887245444,Streetlight Failure,Critical,Resolved,2025-06-24
2307,Punjab,Amritsar,31.608109581739505,74.83871218019202,Water Supply Issue,Low,Open,2025-11-21
2308,Punjab,Amritsar,31.632114140151156,74.89800518020127,Public Transport Issue,High,Open,2026-02-09
2309,Punjab,Amritsar,31.66721765844504,74.91545359452523,Road Damage,Critical,In Progress,2025-10-20
2310,Punjab,Amritsar,31.66870593961946,74.85483749056428,Road Damage,Critical,Resolved,2026-02-12
2311,Punjab,Amritsar,31.641106187558755,74.90568352556824,Garbage Collection,Critical,Resolved,2025-03-28
2312,Punjab,Amritsar,31.604194644921876,74.88341776502142,Public Transport Issue,Medium,Open,2025-08-29
2313,Punjab,Amritsar,31.59926977039388,74.8699032082027,Streetlight Failure,High,In Progress,2025-07-24
2314,Punjab,Amritsar,31.59338609885649,74.8606905503812,Road Damage,Medium,Open,2025-06-10
2315,Punjab,Amritsar,31.61268707598858,74.83924350388186,Road Damage,Critical,Open,2025-07-04
2316,Punjab,Amritsar,31.587675248146837,74.82236309827128,Streetlight Failure,Critical,In Progress,2025-12-08
2317,Punjab,Amritsar,31.608943372274314,74.8721806136443,Streetlight Failure,Critical,Open,2025-11-10
2318,Punjab,Amritsar,31.605574825282588,74.83071561672838,Sewage Leakage,Medium,Resolved,2025-05-23
2319,Punjab,Amritsar,31.62093340043853,74.86768293160607,Garbage Collection,Medium,In Progress,2026-02-27
2320,Punjab,Amritsar,31.62239432697602,74.84715365341799,Public Transport Issue,Medium,Resolved,2025-05-21
2321,Punjab,Amritsar,31.632422400341692,74.89409819131325,Public Transport Issue,High,Resolved,2025-05-22
2322,Punjab,Amritsar,31.63044088023951,74.85722157120978,Electricity Problem,Critical,Open,2025-07-14
2323,Punjab,Amritsar,31.674615185538563,74.83607114482675,Garbage Collection,High,In Progress,2026-02-12
2324,Punjab,Amritsar,31.592502475607077,74.82342353333041,Road Damage,High,Open,2026-01-25
2325,Punjab,Amritsar,31.602339766871093,74.891213031923,Garbage Collection,Medium,In Progress,2025-03-22
2326,Punjab,Amritsar,31.616755087917713,74.88280137795337,Road Damage,Low,Open,2025-11-15
2327,Punjab,Amritsar,31.672852464258884,74.85112705638464,Public Transport Issue,High,Open,2025-03-30
2328,Punjab,Amritsar,31.624368967430023,74.86093101208225,Electricity Problem,Low,Resolved,2025-10-13
2329,Punjab,Amritsar,31.68193792958486,74.83296894082514,Garbage Collection,Critical,Resolved,2025-04-17
2330,Punjab,Amritsar,31.63752342163872,74.84902416479638,Sewage Leakage,Medium,In Progress,2025-03-24
2331,Punjab,Amritsar,31.628555542792796,74.85939467423236,Road Damage,Critical,Open,2025-04-20
2332,Punjab,Amritsar,31.622802929409474,74.87073551547341,Streetlight Failure,Medium,Resolved,2025-06-08
2333,Punjab,Amritsar,31.603784065864975,74.8604759730803,Streetlight Failure,High,Resolved,2026-02-23
2334,Punjab,Amritsar,31.63428776455127,74.84614990197836,Sewage Leakage,Critical,In Progress,2025-10-05
2335,Punjab,Amritsar,31.58675581366347,74.84646572520316,Electricity Problem,High,Resolved,2025-08-11
2336,Punjab,Amritsar,31.59586700104107,74.91275268927933,Water Supply Issue,Critical,Resolved,2025-08-22
2337,Punjab,Amritsar,31.634483392004544,74.87483925763334,Public Transport Issue,Critical,Open,2025-10-30
2338,Punjab,Amritsar,31.67833158353308,74.85980417111685,Garbage Collection,Critical,In Progress,2026-01-16
2339,Punjab,Amritsar,31.650141956446458,74.83118740862884,Traffic Congestion,High,Resolved,2025-08-22
2340,Punjab,Amritsar,31.643695184645154,74.9040688131687,Public Transport Issue,Critical,Resolved,2025-05-26
2341,Punjab,Amritsar,31.636129718335788,74.90539299940198,Sewage Leakage,Medium,In Progress,2025-10-27
2342,Punjab,Amritsar,31.64655764306987,74.88991021297441,Electricity Problem,High,Resolved,2026-01-11
2343,Punjab,Amritsar,31.61118955458865,74.89093244121676,Electricity Problem,Critical,In Progress,2025-12-24
2344,Punjab,Amritsar,31.613064458685123,74.82261531471644,Sewage Leakage,Medium,In Progress,2025-05-04
2345,Punjab,Amritsar,31.58465611522423,74.90978422788045,Road Damage,Critical,In Progress,2025-08-16
2346,Punjab,Amritsar,31.613115162305792,74.86722046988919,Water Supply Issue,Low,Resolved,2025-04-25
2347,Punjab,Amritsar,31.68103990631493,74.8554402505677,Road Damage,Low,In Progress,2026-03-09
2348,Punjab,Amritsar,31.612480579775642,74.83832227353368,Road Damage,Low,In Progress,2026-01-17
2349,Punjab,Amritsar,31.66968252292306,74.88206872747692,Electricity Problem,Medium,Open,2025-04-18
2350,Punjab,Amritsar,31.65924864454503,74.8365653577842,Garbage Collection,Low,In Progress,2025-12-23
2351,Punjab,Amritsar,31.632983119392165,74.892012360568,Water Supply Issue,High,Open,2025-05-27
2352,Punjab,Amritsar,31.5927685969441,74.90625363160241,Road Damage,High,Open,2025-11-07
2353,Punjab,Amritsar,31.653726697873303,74.89368966440223,Streetlight Failure,Low,Resolved,2025-04-27
2354,Punjab,Amritsar,31.625530912850444,74.82256075699426,Road Damage,Low,Resolved,2025-03-26
2355,Punjab,Amritsar,31.607110972679067,74.88958238406723,Garbage Collection,Critical,Resolved,2025-10-19
2356,Punjab,Amritsar,31.646433482911412,74.91958003491641,Water Supply Issue,Critical,Resolved,2025-07-01
2357,Punjab,Amritsar,31.66577523886411,74.90626681436757,Traffic Congestion,High,In Progress,2025-12-22
2358,Punjab,Amritsar,31.64034836400642,74.90857862992115,Road Damage,Low,In Progress,2025-09-30
2359,Punjab,Amritsar,31.68204923394033,74.88440690570994,Public Transport Issue,High,In Progress,2026-03-08
2360,Punjab,Amritsar,31.6215351473854,74.90365668502852,Public Transport Issue,High,In Progress,2025-10-01
2361,Punjab,Amritsar,31.622783535714497,74.84037570877204,Public Transport Issue,Low,Open,2025-08-12
2362,Punjab,Amritsar,31.635810214396344,74.82541652964719,Streetlight Failure,High,In Progress,2025-04-08
2363,Punjab,Amritsar,31.657435336446614,74.84089146877027,Road Damage,High,Resolved,2026-01-28
2364,Punjab,Amritsar,31.640220728365662,74.82532341118396,Garbage Collection,Critical,Open,2025-12-01
2365,Punjab,Amritsar,31.679439888006588,74.87298488213837,Electricity Problem,Critical,In Progress,2025-09-07
2366,Punjab,Amritsar,31.632307495881705,74.89963485319501,Road Damage,Medium,Open,2025-07-24
2367,Punjab,Amritsar,31.599562411879802,74.86377781224934,Water Supply Issue,High,Resolved,2025-07-02
2368,Punjab,Amritsar,31.673231604341595,74.90919082611477,Traffic Congestion,Low,In Progress,2025-06-08
2369,Punjab,Amritsar,31.623811292025888,74.91467652339131,Sewage Leakage,Critical,Open,2025-09-26
2370,Punjab,Amritsar,31.680275788565087,74.84773406605743,Garbage Collection,Low,Open,2025-06-23
2371,Punjab,Amritsar,31.6036495893859,74.82536801436383,Electricity Problem,High,In Progress,2025-04-06
2372,Punjab,Amritsar,31.61937665456543,74.8289828281772,Electricity Problem,High,In Progress,2025-11-28
2373,Punjab,Amritsar,31.67511184117948,74.82657282785159,Streetlight Failure,Medium,Resolved,2026-02-24
2374,Punjab,Amritsar,31.681746380075023,74.86960063895788,Electricity Problem,Critical,Resolved,2025-06-12
2375,Punjab,Amritsar,31.630662099819645,74.84988255961383,Streetlight Failure,High,In Progress,2026-01-27
2376,Punjab,Amritsar,31.68330354791353,74.85008077251265,Sewage Leakage,High,Resolved,2025-05-18
2377,Punjab,Amritsar,31.63394910940306,74.89463848059816,Traffic Congestion,High,In Progress,2025-03-25
2378,Punjab,Amritsar,31.649757236447496,74.8595674423258,Garbage Collection,Low,Resolved,2025-04-12
2379,Punjab,Amritsar,31.588187090519625,74.83895926010034,Water Supply Issue,Medium,Resolved,2025-12-10
2380,Punjab,Amritsar,31.64484978450099,74.86650063838543,Public Transport Issue,Medium,In Progress,2025-11-25
2381,Punjab,Amritsar,31.59703712697443,74.83241711382902,Public Transport Issue,Critical,Open,2025-03-20
2382,Punjab,Amritsar,31.635168124429498,74.88910113993113,Streetlight Failure,Medium,Resolved,2025-10-05
2383,Punjab,Amritsar,31.61690818894663,74.83924827572051,Public Transport Issue,Medium,In Progress,2025-06-06
2384,Punjab,Amritsar,31.652118245564687,74.86962603518558,Water Supply Issue,High,In Progress,2025-04-22
2385,Punjab,Amritsar,31.682712614644693,74.88444808347424,Road Damage,High,Open,2025-09-15
2386,Punjab,Amritsar,31.588829084664077,74.86526554575289,Streetlight Failure,Critical,Resolved,2025-10-03
2387,Punjab,Amritsar,31.62535717523897,74.87058568585077,Public Transport Issue,High,Open,2025-11-06
2388,Punjab,Amritsar,31.622091930222524,74.84388961181568,Garbage Collection,High,Open,2025-12-17
2389,Punjab,Amritsar,31.597501761833914,74.86319359061586,Streetlight Failure,Critical,Open,2025-10-24
2390,Punjab,Amritsar,31.62318099746776,74.89788526929443,Sewage Leakage,High,Resolved,2026-02-17
2391,Punjab,Amritsar,31.597632999903205,74.85887923032506,Public Transport Issue,Low,In Progress,2025-04-29
2392,Punjab,Amritsar,31.645733317394356,74.86584877934912,Electricity Problem,Low,Open,2026-03-05
2393,Punjab,Amritsar,31.653934352877904,74.83145339605166,Road Damage,Critical,Open,2025-09-05
2394,Punjab,Amritsar,31.61078785713396,74.82538548785084,Traffic Congestion,High,In Progress,2025-11-03
2395,Punjab,Amritsar,31.624822189417323,74.8496092495108,Road Damage,Medium,In Progress,2025-05-24
2396,Punjab,Amritsar,31.61565465377137,74.84511709393493,Sewage Leakage,High,Resolved,2025-03-23
2397,Punjab,Amritsar,31.594273473293118,74.89081615764452,Electricity Problem,Low,Resolved,2025-06-24
2398,Punjab,Amritsar,31.667860827897744,74.8294443285272,Streetlight Failure,High,In Progress,2025-06-09
2399,Punjab,Amritsar,31.616483061167525,74.88455057419864,Garbage Collection,Low,In Progress,2025-05-19
2400,Punjab,Amritsar,31.64002060548365,74.84541722317496,Public Transport Issue,Low,In Progress,2025-11-07
2401,Punjab,Amritsar,31.638538794448824,74.86588458448703,Road Damage,High,In Progress,2025-07-15
2402,Punjab,Amritsar,31.598989330663926,74.85563285556005,Garbage Collection,Medium,Open,2025-05-09
2403,Haryana,Gurgaon,28.457939099148714,77.0719759192539,Streetlight Failure,Critical,In Progress,2025-11-06
2404,Haryana,Gurgaon,28.47196121254814,77.07011208249558,Water Supply Issue,High,Resolved,2025-08-05
2405,Haryana,Gurgaon,28.452628292734936,77.04382747310802,Public Transport Issue,Medium,In Progress,2026-02-14
2406,Haryana,Gurgaon,28.501972617654655,77.05350741691085,Sewage Leakage,Medium,Resolved,2025-11-26
2407,Haryana,Gurgaon,28.50860367869071,77.05327513161556,Garbage Collection,High,Open,2025-07-19
2408,Haryana,Gurgaon,28.479539417371992,77.07466846258896,Road Damage,Critical,Open,2025-09-02
2409,Haryana,Gurgaon,28.45964691348767,77.00390744634839,Road Damage,Medium,Resolved,2025-10-26
2410,Haryana,Gurgaon,28.46819751243231,77.02473486194617,Water Supply Issue,Low,In Progress,2025-11-17
2411,Haryana,Gurgaon,28.414026783453398,76.99311605135085,Streetlight Failure,High,In Progress,2025-11-19
2412,Haryana,Gurgaon,28.494673540862067,76.99892648314771,Streetlight Failure,Medium,Resolved,2026-02-15
2413,Haryana,Gurgaon,28.449093347570606,76.98305470214908,Public Transport Issue,Medium,In Progress,2025-08-11
2414,Haryana,Gurgaon,28.466103024529506,77.04745439618172,Sewage Leakage,Medium,Open,2025-10-30
2415,Haryana,Gurgaon,28.478124834315082,77.00730669774558,Garbage Collection,Medium,In Progress,2025-11-09
2416,Haryana,Gurgaon,28.423932585860417,77.06748233111995,Streetlight Failure,High,In Progress,2025-07-19
2417,Haryana,Gurgaon,28.435058693467845,76.99175101886333,Road Damage,Low,Resolved,2026-01-06
2418,Haryana,Gurgaon,28.412380582323898,76.98992908473038,Garbage Collection,Critical,Open,2026-03-04
2419,Haryana,Gurgaon,28.508452926244434,76.98337576151292,Public Transport Issue,Critical,Resolved,2026-01-17
2420,Haryana,Gurgaon,28.467780455933124,77.0221585000391,Road Damage,Low,In Progress,2025-04-05
2421,Haryana,Gurgaon,28.50438356753557,76.98942206435565,Traffic Congestion,High,In Progress,2025-04-02
2422,Haryana,Gurgaon,28.415159336175964,77.04993869864586,Traffic Congestion,High,In Progress,2025-11-15
2423,Haryana,Gurgaon,28.494877411226927,77.03526480257253,Water Supply Issue,Low,In Progress,2025-08-27
2424,Haryana,Gurgaon,28.437937938969757,76.98050298232279,Public Transport Issue,High,In Progress,2026-01-07
2425,Haryana,Gurgaon,28.509018803360217,76.98396681200593,Public Transport Issue,High,In Progress,2025-07-08
2426,Haryana,Gurgaon,28.413944961343606,77.07586422615941,Road Damage,Medium,Resolved,2025-10-05
2427,Haryana,Gurgaon,28.441250875449665,77.02631415360749,Electricity Problem,High,Open,2025-06-24
2428,Haryana,Gurgaon,28.44681569748212,77.07494685306574,Traffic Congestion,Medium,Open,2025-06-27
2429,Haryana,Gurgaon,28.466239485966764,77.07205692688895,Public Transport Issue,Critical,Open,2025-05-21
2430,Haryana,Gurgaon,28.50166944108813,77.05853359508889,Traffic Congestion,Low,Open,2025-11-16
2431,Haryana,Gurgaon,28.44930343318219,76.98115525940517,Sewage Leakage,High,Resolved,2025-05-11
2432,Haryana,Gurgaon,28.46176931883324,77.05407441443157,Water Supply Issue,Critical,In Progress,2025-12-27
2433,Haryana,Gurgaon,28.418797231339994,77.01269773891792,Sewage Leakage,Low,In Progress,2025-05-15
2434,Haryana,Gurgaon,28.432070917384166,76.97714847451797,Garbage Collection,High,Open,2025-04-14
2435,Haryana,Gurgaon,28.478302204315582,77.02767414868549,Public Transport Issue,Low,Resolved,2025-07-22
2436,Haryana,Gurgaon,28.488865131970893,77.03103417642843,Road Damage,Medium,Resolved,2025-06-21
2437,Haryana,Gurgaon,28.502248407385512,77.05969902372615,Water Supply Issue,Critical,Open,2025-10-14
2438,Haryana,Gurgaon,28.448787481994298,77.03397609532351,Road Damage,Low,Open,2025-10-05
2439,Haryana,Gurgaon,28.409954481923304,77.0400810399605,Road Damage,High,Resolved,2025-07-12
2440,Haryana,Gurgaon,28.46717296798664,77.02895608420233,Road Damage,Low,In Progress,2026-03-02
2441,Haryana,Gurgaon,28.436340231473757,77.01639508078867,Road Damage,High,Resolved,2025-06-08
2442,Haryana,Gurgaon,28.446889180403087,77.0442374430908,Garbage Collection,Low,In Progress,2026-03-08
2443,Haryana,Gurgaon,28.418114260129276,77.06818845462855,Traffic Congestion,High,Open,2025-12-06
2444,Haryana,Gurgaon,28.442726883864804,77.05685030767118,Public Transport Issue,High,In Progress,2025-10-13
2445,Haryana,Gurgaon,28.50301706199666,77.04022315218161,Garbage Collection,Critical,Open,2025-11-04
2446,Haryana,Gurgaon,28.454942079342707,77.02535698675865,Water Supply Issue,Medium,In Progress,2025-07-03
2447,Haryana,Gurgaon,28.478554528718774,77.01741434552986,Streetlight Failure,Low,In Progress,2025-08-05
2448,Haryana,Gurgaon,28.485841482073237,76.99568484050242,Road Damage,Medium,Resolved,2025-03-16
2449,Haryana,Gurgaon,28.45342861724246,77.02408287765836,Water Supply Issue,Critical,In Progress,2025-07-26
2450,Haryana,Gurgaon,28.410246505092726,77.05992508097366,Electricity Problem,Critical,Resolved,2025-09-08
2451,Haryana,Gurgaon,28.451452457392833,77.01208387916788,Electricity Problem,High,Resolved,2025-06-15
2452,Haryana,Gurgaon,28.45669893577851,77.01932077002937,Road Damage,Medium,Resolved,2025-04-25
2453,Haryana,Gurgaon,28.42050110905073,77.00472383483624,Electricity Problem,Low,In Progress,2025-08-29
2454,Haryana,Gurgaon,28.459988850279167,76.99317903109096,Garbage Collection,Medium,Open,2026-03-01
2455,Haryana,Gurgaon,28.45714323837172,77.00977891797321,Traffic Congestion,Low,Open,2025-07-09
2456,Haryana,Gurgaon,28.46360048301119,77.0342920269286,Road Damage,Medium,In Progress,2025-04-24
2457,Haryana,Gurgaon,28.413535319987375,76.99249165405352,Public Transport Issue,Medium,In Progress,2026-01-03
2458,Haryana,Gurgaon,28.458703453580725,77.03124018659817,Streetlight Failure,Low,Open,2026-01-28
2459,Haryana,Gurgaon,28.467593859642395,76.9981595384536,Electricity Problem,High,Resolved,2025-11-02
2460,Haryana,Gurgaon,28.49967709552144,77.02736351534567,Streetlight Failure,Medium,In Progress,2025-12-16
2461,Haryana,Gurgaon,28.450950164207594,76.98053610676813,Sewage Leakage,Critical,Open,2026-03-01
2462,Odisha,Bhubaneswar,20.29561175306683,85.85248249662813,Public Transport Issue,Critical,In Progress,2026-01-19
2463,Odisha,Bhubaneswar,20.26240624721711,85.83139310396486,Public Transport Issue,Medium,In Progress,2025-08-20
2464,Odisha,Bhubaneswar,20.298619252366354,85.82523480098976,Public Transport Issue,High,Resolved,2025-05-03
2465,Odisha,Bhubaneswar,20.25696770670315,85.80358415670794,Traffic Congestion,High,Open,2025-10-24
2466,Odisha,Bhubaneswar,20.329158413130035,85.79143650781067,Road Damage,Critical,In Progress,2025-03-14
2467,Odisha,Bhubaneswar,20.33413193414061,85.87039377384534,Road Damage,Critical,In Progress,2025-12-09
2468,Odisha,Bhubaneswar,20.280863040148592,85.81554375418312,Garbage Collection,Critical,Open,2026-02-04
2469,Odisha,Bhubaneswar,20.259570850165584,85.82778660158993,Streetlight Failure,High,In Progress,2025-08-14
2470,Odisha,Bhubaneswar,20.27990691562502,85.83176287612139,Sewage Leakage,Medium,Resolved,2026-02-17
2471,Odisha,Bhubaneswar,20.28508562512262,85.78999589346725,Electricity Problem,Low,Open,2025-07-15
2472,Odisha,Bhubaneswar,20.321608385609633,85.86663691788895,Traffic Congestion,High,Resolved,2026-01-11
2473,Odisha,Bhubaneswar,20.30083239600823,85.87287367459895,Sewage Leakage,High,Open,2025-03-24
2474,Odisha,Bhubaneswar,20.305620355859848,85.8422699835589,Sewage Leakage,High,Open,2025-09-26
2475,Odisha,Bhubaneswar,20.300078048791445,85.84650186298812,Water Supply Issue,Low,Resolved,2025-06-25
2476,Odisha,Bhubaneswar,20.273835003387287,85.80333315943177,Electricity Problem,Low,In Progress,2025-07-27
2477,Odisha,Bhubaneswar,20.30091871159382,85.84594236838102,Road Damage,High,Resolved,2025-12-07
2478,Odisha,Bhubaneswar,20.266249568756503,85.85647905142794,Road Damage,Medium,In Progress,2025-11-25
2479,Odisha,Bhubaneswar,20.265381136934696,85.83721106887214,Garbage Collection,Low,Open,2025-06-20
2480,Odisha,Bhubaneswar,20.311999950594046,85.83522944051101,Streetlight Failure,High,Resolved,2025-03-30
2481,Odisha,Bhubaneswar,20.259950127339973,85.78255177073726,Road Damage,Low,Resolved,2026-02-18
2482,Odisha,Bhubaneswar,20.310522394970835,85.78577750367228,Public Transport Issue,Medium,Open,2025-08-02
2483,Odisha,Bhubaneswar,20.24687561341109,85.85753344692466,Garbage Collection,Low,In Progress,2025-11-05
2484,Odisha,Bhubaneswar,20.321353213840403,85.8003129521794,Public Transport Issue,Low,Open,2025-11-28
2485,Odisha,Bhubaneswar,20.300957222346938,85.79538497742514,Sewage Leakage,Medium,Resolved,2025-11-11
2486,Odisha,Bhubaneswar,20.255318671157582,85.81623388219411,Water Supply Issue,High,Open,2026-02-11
2487,Odisha,Bhubaneswar,20.29673712517659,85.87083972850957,Public Transport Issue,Medium,Resolved,2025-12-23
2488,Odisha,Bhubaneswar,20.256263203889883,85.80619151138849,Sewage Leakage,High,In Progress,2025-06-04
2489,Odisha,Bhubaneswar,20.28208872094942,85.78704419368958,Streetlight Failure,Low,Open,2025-10-15
2490,Odisha,Bhubaneswar,20.278659791045726,85.80653235478644,Garbage Collection,Critical,Resolved,2025-08-31
2491,Odisha,Bhubaneswar,20.28835207699816,85.83741990169858,Electricity Problem,High,Open,2025-05-12
2492,Odisha,Bhubaneswar,20.258202110071114,85.81895513429069,Garbage Collection,Low,In Progress,2025-10-25
2493,Odisha,Bhubaneswar,20.271023994305324,85.77672159393352,Electricity Problem,Low,Resolved,2025-06-19
2494,Odisha,Bhubaneswar,20.26364902824323,85.78451693114395,Garbage Collection,Low,In Progress,2025-03-14
2495,Odisha,Bhubaneswar,20.308232302883038,85.79151935491262,Electricity Problem,Low,Resolved,2025-04-07
2496,Odisha,Bhubaneswar,20.272799134970878,85.80435658148377,Garbage Collection,Critical,Resolved,2025-08-16
2497,Odisha,Bhubaneswar,20.258935087935907,85.77653405713144,Electricity Problem,Critical,In Progress,2025-07-16
2498,Odisha,Bhubaneswar,20.31675836494266,85.86826673538069,Public Transport Issue,Medium,In Progress,2026-03-11
2499,Odisha,Bhubaneswar,20.325677153249035,85.87316291634144,Water Supply Issue,Critical,In Progress,2025-07-02
2500,Odisha,Bhubaneswar,20.29572869257776,85.82994731344516,Road Damage,Low,In Progress,2025-03-23
2501,Odisha,Bhubaneswar,20.32015577432781,85.77960200148325,Public Transport Issue,Low,Open,2025-11-13
2502,Odisha,Bhubaneswar,20.336206442788434,85.86796416990667,Road Damage,Low,In Progress,2025-08-07
2503,Odisha,Bhubaneswar,20.274990253141798,85.83616334449931,Water Supply Issue,Critical,Open,2025-07-13
2504,Odisha,Bhubaneswar,20.26475277263629,85.85009588964364,Streetlight Failure,High,In Progress,2025-12-05
2505,Odisha,Bhubaneswar,20.340854123152237,85.83582975616643,Streetlight Failure,High,Resolved,2025-04-11
2506,Odisha,Bhubaneswar,20.271676220974175,85.81599628959833,Sewage Leakage,Low,Open,2025-08-28
2507,Odisha,Bhubaneswar,20.255850815762216,85.83870939383937,Electricity Problem,High,Open,2025-10-26
2508,Odisha,Bhubaneswar,20.30316421383897,85.85329695016787,Public Transport Issue,High,Resolved,2025-04-07
2509,Odisha,Bhubaneswar,20.33294535865184,85.80390617064569,Public Transport Issue,High,In Progress,2025-05-30
2510,Odisha,Bhubaneswar,20.331289894695434,85.79867997465367,Water Supply Issue,Low,Open,2026-01-13
2511,Odisha,Bhubaneswar,20.270168434384974,85.85773155516486,Sewage Leakage,Medium,In Progress,2025-03-14
2512,Odisha,Bhubaneswar,20.26283983503556,85.7771718869837,Electricity Problem,High,In Progress,2026-02-20
2513,Odisha,Bhubaneswar,20.303836435060685,85.85161668674625,Sewage Leakage,High,Resolved,2025-09-14
